SysTime,Real_UAV_X,Real_UAV_Y,Real_UAV_Z,Real_Boat_X,Real_Boat_Y,Real_Boat_Z,Real_UAV_VZ,Real_Boat_VZ
1.77485e+09,2.75591,17.4787,-0.00539119,2.79394,16.7637,0.00383882,-0.611317,-1.93036e-05
1.77485e+09,2.77948,17.4819,-0.0125398,2.79605,16.7763,0.00383858,-0.580316,-1.93036e-05
1.77485e+09,2.80404,17.4853,-0.0198726,2.79808,16.7885,-0.0460386,-0.548026,-1.92973e-05
1.77485e+09,2.82579,17.4883,-0.0262763,2.80019,16.8011,-0.0460389,-0.519456,-1.92973e-05
1.77485e+09,2.85679,17.4927,-0.0352571,2.80296,16.8178,-0.0460392,-0.478876,-1.92973e-05
1.77485e+09,2.87636,17.4956,-0.0408494,2.80508,16.8305,-0.0460395,-0.453375,-1.92973e-05
1.77485e+09,2.89657,17.4987,-0.0465714,2.80718,16.8431,-0.0460397,-0.427215,-1.92973e-05
1.77485e+09,2.91433,17.5016,-0.0515604,2.8092,16.8552,-0.0460399,-0.404515,-1.92973e-05
1.77485e+09,2.93532,17.5052,-0.0574277,2.81135,16.8681,-0.0460402,-0.37817,-1.92973e-05
1.77485e+09,2.95243,17.5085,-0.0622056,2.81357,16.8814,-0.0460405,-0.357195,-1.92973e-05
1.77485e+09,2.95243,17.5085,-0.0622056,2.81569,16.8942,-0.0955138,-0.357195,-1.90919e-05
1.77485e+09,2.98028,17.5145,-0.0700377,2.81779,16.9068,-0.0955141,-0.324926,-1.90919e-05
1.77485e+09,2.99682,17.5186,-0.0747711,2.81999,16.9199,-0.0955143,-0.306502,-1.90919e-05
1.77485e+09,3.00714,17.5215,-0.0777794,2.82194,16.9316,-0.0955146,-0.295314,-1.90919e-05
1.77485e+09,3.02157,17.526,-0.0820936,2.82425,16.9455,-0.0955148,-0.280277,-1.90919e-05
1.77485e+09,3.03478,17.5308,-0.0861984,2.82643,16.9586,-0.0955151,-0.267369,-1.90919e-05
1.77485e+09,3.03892,17.5325,-0.0875255,2.8287,16.9722,-0.0955154,-0.263518,-1.90919e-05
1.77485e+09,3.05627,17.5407,-0.0934152,2.83111,16.9867,-0.143919,-0.249593,-1.88616e-05
1.77485e+09,3.06425,17.5453,-0.0963757,2.83321,16.9993,-0.143919,-0.243987,-1.88616e-05
1.77485e+09,3.0721,17.5505,-0.0995141,2.83524,17.0114,-0.143919,-0.23905,-1.88616e-05
1.77485e+09,3.07863,17.5556,-0.102361,2.83744,17.0246,-0.14392,-0.23566,-1.88616e-05
1.77485e+09,3.08585,17.5624,-0.105874,2.83973,17.0384,-0.14392,-0.232988,-1.88616e-05
1.77485e+09,3.08929,17.5662,-0.107735,2.84227,17.0536,-0.14392,-0.232268,-1.88616e-05
1.77485e+09,3.09568,17.5746,-0.11168,2.84468,17.0681,-0.143921,-0.232372,-1.88616e-05
1.77485e+09,3.09976,17.5815,-0.114711,2.84677,17.0806,-0.143921,-0.234068,-1.88616e-05
1.77485e+09,3.10365,17.5898,-0.118245,2.84883,17.093,-0.191004,-0.237422,-1.82468e-05
1.77485e+09,3.10617,17.5968,-0.121116,2.85114,17.1068,-0.191004,-0.241177,-1.82468e-05
1.77485e+09,3.1086,17.606,-0.124778,2.85343,17.1206,-0.191004,-0.247403,-1.82468e-05
1.77485e+09,3.10982,17.6123,-0.127277,2.85558,17.1335,-0.191005,-0.25263,-1.82468e-05
1.77485e+09,3.11112,17.623,-0.131401,2.85775,17.1465,-0.191005,-0.263568,-1.82468e-05
1.77485e+09,3.11157,17.6298,-0.134078,2.85981,17.1588,-0.191005,-0.272019,-1.82468e-05
1.77485e+09,3.11175,17.6406,-0.138267,2.8619,17.1714,-0.191005,-0.286592,-1.82468e-05
